Map04: The Citidal Gates
4:200:100000:level4
48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,48:4:0:0,48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,80:17:23:80,75:16:0:0,70:25:0:0,48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:13:0:0,0:0:8:0,0:0:0:0,0:0:31:90,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:31:90,0:0:0:0,0:0:0:0,0:0:0:0,48:3:0:0,48:27:0:0,48:27:0:0,48:27:0:0,48:3:0:0,48:3:0:0,0:0:61:180,0:0:30:0,0:0:62:180,48:3:0:0,48:3:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:3:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:31:90,0:0:0:0,0:0:0:0,0:0:0:0,0:0:33:225,64:3:29:225,0:0:0:0,0:0:56:180,48:11:0:0,0:0:6:0,48:11:0:0,0:0:2:270,48:15:11:0,0:0:20:0,0:0:0:0,0:0:0:0,48:14:0:0,0:0:0:0,0:0:0:0,60:15:0:0,0:0:35:0,0:100:0:0,
48:3:0:0,0:0:0:0,6:17:23:48,0:0:0:0,0:0:0:0,0:0:0:0,1:16:0:0,0:0:31:90,0:0:0:0,0:0:31:90,64:3:0:0,0:0:0:0,0:0:0:0,0:0:29:0,0:0:0:0,0:0:29:0,0:0:17:180,48:3:0:0,0:0:0:0,0:0:0:0,0:0:0:0,48:4:20:180,0:0:0:0,60:15:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
60:3:0:0,0:0:0:0,12:17:16:90,0:0:0:0,0:0:31:90,1:16:0:0,3:16:21:0,1:16:0:0,0:0:0:0,0:0:2:225,64:3:0:0,0:0:0:0,0:0:0:0,0:0:37:270,0:0:0:0,0:0:0:0,0:0:0:0,48:15:0:0,0:0:3:0,4:13:27:0,2:5:0:0,48:4:20:180,0:0:0:0,0:0:0:0,0:0:0:0,60:15:0:0,0:100:0:0,
60:27:0:0,0:0:25:0,18:17:0:0,60:27:0:0,1:16:0:0,3:16:37:0,6:16:31:6,3:16:37:0,1:16:0:0,0:0:18:225,60:15:30:225,0:0:0:0,0:0:37:270,0:0:43:270,0:0:37:270,0:0:0:0,0:0:17:180,48:3:0:0,0:0:0:0,0:0:0:0,0:0:19:270,48:14:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
36:17:17:0,30:17:60:180,24:17:0:0,60:27:0:0,48:3:0:0,48:27:0:0,48:27:0:0,48:27:0:0,48:3:0:0,48:3:0:0,0:0:56:180,0:0:0:0,0:0:58:270,0:0:37:270,0:0:58:270,0:0:31:270,0:0:38:270,48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,48:3:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
60:27:0:0,60:27:0:0,60:27:0:0,60:27:0:0,0:0:29:48,0:0:37:0,0:0:37:0,0:0:37:0,0:0:37:0,48:3:0:0,60:15:30:225,0:0:0:0,0:0:0:0,0:0:58:270,0:0:0:0,0:0:38:270,48:3:0:0,0:0:26:180,0:0:0:0,0:0:0:0,0:0:0:0,0:0:20:180,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:37:0,0:0:37:0,0:0:29:48,0:0:36:48,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,3:5:21:0,48:2:0:0,48:11:14:0,48:11:14:0,48:2:0:0,48:2:0:0,48:2:0:0,12:5:0:0,12:13:0:0,12:2:0:0,12:2:0:0,12:2:0:0,48:15:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:37:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:19:0,0:0:0:0,0:0:31:270,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:16:180,0:0:0:0,0:0:0:0,0:0:31:270,0:0:0:0,0:0:58:180,12:5:0:0,0:0:0:0,0:0:0:0,60:15:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:0:0,12:21:5:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:57:48,0:0:0:0,0:0:0:0,0:0:31:270,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:58:180,12:5:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:32:0,0:0:0:0,0:0:16:0,0:0:31:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:2:0,0:0:0:0,0:0:3:270,6:24:0:0,6:24:0:0,6:24:0:0,0:0:3:270,0:0:0:0,0:0:31:270,0:0:0:0,0:0:0:0,0:0:0:0,0:0:58:180,12:5:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:32:270,12:21:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:31:270,0:0:0:0,0:0:0:0,0:0:0:0,6:24:0:0,12:25:37:270,24:25:0:0,12:25:37:270,6:24:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:2:0,0:0:16:225,0:0:0:0,12:13:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:32:0,0:0:19:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,20:1:16:270,20:4:0:0,20:1:0:0,6:24:0:0,24:25:0:0,36:25:17:270,24:25:0:0,6:24:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:31:0,0:0:0:0,0:0:0:0,12:13:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:0:0,16:21:16:315,0:0:31:270,0:0:0:0,0:0:0:0,0:0:0:0,4:2:36:270,4:16:0:0,8:2:36:270,6:24:0:0,12:25:37:270,24:25:0:0,12:25:37:270,6:24:0:0,0:0:31:270,0:0:58:270,0:0:0:0,0:0:0:0,0:0:0:0,0:0:19:225,12:5:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:4:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,20:1:0:0,4:16:0:0,6:16:0:0,4:16:0:0,20:1:2:270,6:24:0:0,6:24:0:0,6:24:0:0,0:0:3:270,0:0:38:270,0:0:31:270,0:0:0:0,0:0:0:0,12:21:0:0,0:0:2:0,12:5:0:0,0:0:0:0,0:0:0:0,60:2:0:0,0:0:0:0,0:100:0:0,
48:4:0:0,0:0:0:0,24:2:37:270,0:0:0:0,0:0:18:270,0:0:0:0,0:0:0:0,16:2:36:270,4:16:0:0,12:2:36:270,0:0:0:0,0:0:0:0,0:0:0:0,0:0:33:270,24:22:0:0,24:22:0:0,24:22:0:0,24:7:11:0,24:22:0:0,24:22:0:0,24:22:0:0,24:22:0:0,0:0:0:0,0:0:0:0,0:0:0:0,60:13:0:0,0:100:0:0,
48:1:0:0,0:0:0:0,0:0:0:0,36:1:0:0,2:17:0:0,36:1:0:0,0:0:0:0,0:0:0:0,20:1:3:270,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,48:27:0:0,0:0:16:0,0:0:0:0,0:0:0:0,0:0:0:0,12:23:0:0,0:0:19:90,12:4:0:0,0:0:0:0,0:0:0:0,60:2:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:0:0,0:0:0:0,30:2:36:270,4:17:0:0,18:2:36:270,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:31:270,24:15:0:0,0:0:16:270,0:0:0:0,24:22:0:0,0:0:2:0,12:22:0:0,0:0:0:0,12:22:0:0,12:22:0:0,0:0:3:0,12:22:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:0:0,48:1:0:0,4:17:0:0,6:17:0:0,4:17:0:0,48:1:0:0,0:0:0:0,12:21:28:0,0:0:0:0,0:0:0:0,0:0:19:270,0:0:0:0,0:0:0:0,48:27:0:0,0:0:16:270,0:0:30:0,0:0:58:270,12:4:20:180,0:0:0:0,0:0:19:180,12:4:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:0:0,0:0:0:0,26:2:16:135,4:17:0:0,22:2:36:270,0:0:0:0,0:0:57:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,24:22:0:0,0:0:0:0,12:22:0:0,0:0:0:0,12:22:0:0,0:0:0:0,0:0:0:0,12:22:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,48:1:17:270,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:31:0,0:0:0:0,48:27:0:0,0:0:0:0,0:0:30:0,12:23:0:0,0:0:30:0,0:0:58:270,12:22:0:0,12:4:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:0:0,0:0:31:0,0:0:0:0,48:1:0:0,0:0:38:270,48:1:29:270,48:9:12:0,48:1:29:270,0:0:19:270,48:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,24:22:0:0,0:0:16:270,12:22:0:0,0:0:4:0,12:22:0:0,12:22:0:0,0:0:19:135,12:22:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,60:17:0:0,0:0:29:0,0:0:0:0,0:0:29:0,60:17:0:0,0:0:0:0,0:0:17:270,0:0:37:0,0:0:0:0,48:27:0:0,0:0:0:0,12:22:0:0,12:10:13:0,12:22:0:0,0:0:34:270,0:0:0:0,12:4:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:58:270,0:0:58:270,0:0:58:270,48:1:0:0,0:0:39:0,0:0:29:0,0:0:19:270,0:0:29:0,0:0:43:0,48:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,24:22:0:0,0:0:19:270,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,12:22:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,0:0:34:0,0:0:47:0,0:0:42:0,48:1:0:0,0:0:0:0,0:0:58:270,0:0:0:0,0:0:58:270,0:0:0:0,48:1:0:0,0:0:3:0,0:0:61:180,0:0:16:270,48:27:0:0,0:0:0:0,0:0:0:0,0:0:18:225,0:0:0:0,0:0:0:0,0:0:0:0,12:4:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
48:1:0:0,48:1:0:0,48:1:0:0,48:1:0:0,60:25:0:0,0:0:0:0,64:27:0:0,0:0:0:0,64:27:0:0,0:0:0:0,60:25:0:0,12:1:0:0,12:1:0:0,12:1:0:0,12:1:0:0,0:0:0:0,0:0:0:0,0:0:3:0,0:0:0:0,0:0:0:0,0:0:0:0,12:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
0:0:0:0,0:0:0:0,0:0:0:0,48:1:0:0,0:0:16:0,0:0:0:0,0:0:19:180,0:0:0:0,0:0:19:0,0:0:0:0,0:0:16:180,48:1:0:0,0:0:0:0,0:0:0:0,12:1:0:0,0:0:0:0,60:15:0:0,0:0:0:0,60:15:0:0,0:0:0:0,6:21:0:0,12:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
0:0:0:0,0:0:0:0,0:0:0:0,48:1:0:0,0:0:0:0,3:22:0:0,0:0:29:0,64:15:0:0,0:0:29:0,3:22:0:0,0:0:0:0,48:1:0:0,0:0:0:0,0:0:0:0,12:1:0:0,48:3:0:0,0:0:19:0,0:0:0:0,0:0:19:180,48:3:0:0,0:0:2:0,12:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
0:0:0:0,0:0:0:0,0:0:0:0,48:1:0:0,0:0:3:0,6:21:41:0,0:0:56:270,0:0:17:270,0:0:56:270,6:21:40:0,0:0:3:0,48:1:0:0,0:0:0:0,0:0:0:0,12:1:0:0,48:3:0:0,0:0:61:180,0:0:58:270,0:0:61:180,48:3:0:0,12:1:0:0,12:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
0:0:0:0,0:0:0:0,0:0:0:0,48:1:0:0,0:0:37:0,0:0:19:90,64:27:0:0,0:0:0:0,64:27:0:0,0:0:19:90,0:0:36:0,48:1:0:0,0:0:0:0,0:0:0:0,12:1:0:0,48:13:0:0,12:27:0:0,12:6:11:0,12:27:0:0,48:13:0:0,12:1:0:0,12:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
0:0:0:0,0:0:0:0,0:0:0:0,48:1:0:0,0:0:37:0,0:0:0:0,0:0:17:90,0:0:33:0,0:0:17:90,0:0:0:0,0:0:36:0,48:1:0:0,0:0:0:0,0:0:0:0,12:1:0:0,12:3:0:0,12:3:0:0,0:0:19:270,12:3:0:0,12:3:0:0,12:1:0:0,12:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
0:0:0:0,0:0:0:0,0:0:0:0,48:1:0:0,0:0:37:0,0:0:56:270,0:0:29:0,0:0:2:0,0:0:29:0,0:0:56:270,0:0:36:0,48:1:0:0,0:0:0:0,0:0:0:0,12:1:0:0,12:3:0:0,12:27:0:0,0:0:19:270,12:27:0:0,12:3:0:0,12:1:0:0,12:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
0:0:0:0,0:0:0:0,0:0:0:0,48:1:0:0,12:4:20:270,24:4:20:270,48:4:20:270,64:4:20:270,48:4:20:270,24:4:20:270,12:4:20:270,48:1:0:0,0:0:0:0,0:0:0:0,12:1:0:0,12:3:0:0,12:3:0:0,0:0:61:180,12:3:0:0,12:3:0:0,12:1:0:0,12:1:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:0:0:0,0:100:0:0,
