Map 7: Experimentation Labs
7:48:10000:level7:3:5
0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:64:90:2::0:3,0:0:0:0:0::0:3,24:27:0:0:0::0:3,24:27:0:0:0::0:3,24:27:0:0:0::0:3,24:27:0:0:0::0:3,24:27:0:0:0::0:3,24:27:0:0:0::0:3,24:27:0:0:0::0:3,24:27:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,24:37:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:64:90:2::0:3,0:0:0:0:0::0:3,24:27:0:0:0::0:3,0:0:31:180:2::0:3,0:0:18:90:0::0:3,2:19:0:0:0::0:3,0:0:18:90:0::0:3,0:0:18:90:0::0:3,0:0:47:90:0::0:3,24:27:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:37:0:0:0::0:3,0:0:40:90:0::0:3,0:0:0:0:0::0:3,0:0:19:90:0::0:3,0:0:19:90:0::0:3,0:0:19:90:0::0:3,0:0:0:0:0::0:3,0:0:41:90:0::0:3,24:37:0:0:0::0:3,0:0:16:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:16:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:37:0:0:0::0:3,0:0:42:270:0::0:3,0:0:42:270:0::0:3,0:0:39:270:0::0:3,0:0:37:270:0::0:3,0:0:37:270:0::0:3,0:0:37:270:0::0:3,0:0:0:0:0::0:3,0:0:44:270:0::0:3,24:37:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:64:90:2::0:3,0:0:0:0:0::0:3,24:27:0:0:0::0:3,6:19:0:0:0::0:3,0:0:56:90:0::0:3,0:0:2:90:0::0:3,0:0:61:90:0::0:3,0:0:31:180:2::0:3,4:19:0:0:0::0:3,24:27:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:37:0:0:0::0:3,0:0:0:0:0::0:3,0:0:19:0:0::0:3,0:0:0:0:0::0:3,0:0:27:90:0::0:3,0:0:0:0:0::0:3,0:0:19:180:0::0:3,0:0:0:0:0::0:3,24:37:0:0:0::0:3,0:0:16:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:16:180:0::0:3,0:0:26:270:0::0:3,0:0:16:0:0::0:3,0:0:0:0:0::0:3,24:37:0:0:0::0:3,0:0:37:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:45:0:0::0:3,0:0:45:180:0::0:3,0:0:0:0:0::0:3,0:0:45:270:0::0:3,24:37:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:39:0:0:0::0:3,48:39:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,0:0:30:180:0::0:3,0:0:42:180:0::0:3,0:0:56:180:0::0:3,0:0:42:180:0::0:3,0:0:30:180:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:64:90:2::0:3,24:41:0:0:0::0:3,24:41:0:0:0::0:3,24:15:65:90:2::0:3,24:5:65:90:2::0:3,24:15:65:90:2::0:3,24:13:65:90:2::0:3,24:15:65:90:2::0:3,24:2:65:90:2::0:3,24:2:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:37:0:0:0::0:3,0:0:19:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:19:180:0::0:3,24:37:0:0:0::0:3,0:0:16:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:16:90:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:37:0:0:0::0:3,0:0:37:270:0::0:3,0:0:0:0:0::0:3,0:0:45:90:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:38:270:0::0:3,24:37:0:0:0::0:3,0:0:0:0:0::0:3,48:39:0:0:0::0:3,0:0:39:0:0::0:3,48:39:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:39:0:0:0::0:3,0:0:30:180:0::0:3,0:0:0:0:0::0:3,0:0:48:180:1::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:3:180:0::0:3,24:4:9:180:0::0:0,24:4:9:180:0::0:0,24:4:9:180:0::0:3,0:0:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:13:0:0:0::0:3,24:15:0:0:0::0:3,0:0:30:180:0::0:3,0:0:36:0:0::0:3,0:0:36:0:0::0:3,0:0:32:180:0::0:3,0:0:32:180:0::0:3,0:0:32:180:0::0:3,0:0:36:0:0::0:3,0:0:36:0:0::0:3,0:0:36:0:0::0:3,0:0:58:180:0::0:3,0:0:30:180:0::0:3,24:2:0:0:0::0:3,0:0:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,48:40:0:0:0::0:3,48:39:0:0:0::0:3,0:0:42:0:0::0:3,0:0:47:0:0::0:3,48:39:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:39:0:0:0::0:3,0:0:3:180:0::0:3,0:0:0:0:0::0:3,0:0:48:180:1::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:4:9:180:0::0:0,24:25:10:180:1::0:0,24:25:10:180:1::0:0,24:25:10:180:1::0:0,24:4:9:180:0::0:3,0:0:0:0:0::0:3,24:39:0:0:0::0:3,0:0:2:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:180:0::0:3,0:0:30:180:0::0:3,24:2:0:0:0::0:3,0:0:30:0:0::0:3,0:0:29:180:0::0:3,0:0:30:0:0::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:30:0:0::0:3,0:0:29:180:0::0:3,0:0:30:0:0::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:30:0:0::0:3,0:0:29:180:0::0:3,0:0:30:0:0::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:30:0:0::0:3,0:0:29:180:0::0:3,0:0:30:0:0::0:3,0:0:58:180:0::0:3,0:0:17:180:0::0:3,0:0:0:0:0::0:3,48:39:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:39:0:0:0::0:3,0:0:8:180:0::0:3,0:0:0:0:0::0:3,0:0:48:180:1::0:3,0:0:21:180:0::0:3,0:0:0:0:0::0:3,0:0:27:180:0::0:3,24:4:9:180:0::0:0,24:25:10:180:1::0:0,0:0:18:180:13::0:3,24:25:10:180:1::0:0,24:4:9:180:0::0:3,0:0:0:0:0::0:3,24:7:11:0:0::0:12,0:0:54:0:2::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:42:0:0::0:12,0:0:42:0:0::0:12,0:0:42:0:0::0:12,0:0:42:0:0::0:12,0:0:42:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:19:180:0::0:3,24:9:12:90:0::0:6,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:18:180:0::0:3,0:0:0:0:0::0:3,0:0:58:180:0::0:3,0:0:58:180:0::0:3,0:0:58:180:0::0:3,0:0:45:180:0::0:3,12:26:53:0:4::0:3,0:100:0:0:0:0:0:0,
24:39:0:0:0::0:3,0:0:3:180:0::0:3,0:0:0:0:0::0:3,0:0:48:180:1::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:4:9:180:0::0:0,24:25:10:180:1::0:0,24:25:10:180:1::0:0,24:25:10:180:1::0:0,24:4:9:180:0::0:3,0:0:0:0:0::0:3,24:7:11:0:0::0:12,0:0:54:0:2::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,6:19:62:0:0::0:3,0:0:0:0:0::0:3,0:0:44:180:0::0:3,0:0:55:90:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:19:180:0::0:3,24:9:12:90:0::0:6,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:18:180:0::0:3,0:0:0:0:0::0:3,0:0:58:180:0::0:3,0:0:58:180:0::0:3,0:0:58:180:0::0:3,0:0:45:180:0::0:3,12:42:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:39:0:0:0::0:3,0:0:30:180:0::0:3,0:0:0:0:0::0:3,0:0:48:180:1::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:3:180:0::0:3,24:4:9:180:0::0:0,24:4:9:180:0::0:0,24:4:9:180:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:39:0:0:0::0:3,0:0:2:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:2:0:0::0:3,2:19:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:180:0::0:3,0:0:30:180:0::0:3,24:2:0:0:0::0:3,0:0:30:0:0::0:3,0:0:29:180:0::0:3,0:0:30:0:0::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:30:0:0::0:3,0:0:29:180:0::0:3,0:0:30:0:0::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:30:0:0::0:3,0:0:29:180:0::0:3,0:0:30:0:0::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:64:0:4::0:3,0:0:30:0:0::0:3,0:0:29:180:0::0:3,0:0:30:0:0::0:3,0:0:58:180:0::0:3,0:0:17:180:0::0:3,0:0:0:0:0::0:3,48:39:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,0:0:30:180:0::0:3,0:0:42:180:0::0:3,0:0:56:180:0::0:3,0:0:42:180:0::0:3,0:0:30:180:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:42:0:0:0::0:3,24:15:0:0:0::0:3,0:0:30:180:0::0:3,0:0:37:0:0::0:3,0:0:56:90:0::0:3,0:0:44:180:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:44:180:0::0:3,0:0:38:90:0::0:3,0:0:37:0:0::0:3,0:0:58:180:0::0:3,0:0:30:180:0::0:3,24:2:0:0:0::0:3,0:0:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:40:0:0:0::0:3,48:40:0:0:0::0:3,48:40:0:0:0::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,24:4:65:0:4::0:3,48:40:0:0:0::0:3,48:40:0:0:0::0:3,48:40:0:0:0::0:3,0:0:58:270:0::0:3,0:0:58:270:0::0:3,0:0:58:270:0::0:3,48:39:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,24:39:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:35:0:0:0::0:3,24:35:0:0:0::0:3,24:41:0:0:0::0:3,24:41:0:0:0::0:3,24:19:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:2:0:0:0::0:3,24:2:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:37:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:64:180:4::0:3,0:0:64:180:4::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:37:0:0:0::0:3,0:0:60:0:0::0:3,0:0:0:0:0::0:3,0:0:18:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:27:0:0::0:3,48:37:0:0:0::0:3,0:0:0:0:0::0:3,0:0:48:180:5::0:3,0:0:48:180:5::0:3,0:0:48:180:5::0:3,0:0:48:180:5::0:3,0:0:48:180:5::0:3,48:37:65:180:5::0:3,0:0:17:180:0::0:3,48:37:0:0:0::0:3,8:22:0:0:0::0:3,8:22:0:0:0::0:3,0:0:0:0:0::0:3,48:39:0:0:0::0:3,0:100:0:0:0:0:0:0,
